,title_id,Country,Budget,Opening Weekend USA,Gross USA,Cumulative Worldwide Gross,Runtime
12635,tt2316819,USA,,,,,67 min
12636,tt2317024,Italy,,,,,
12637,tt2317032,Germany,,,,,
12638,tt2318360,Mexico,,,,"$1,476,499",90 min
12639,tt2318591,Mexico,,,,,
12640,tt2318950,USA,"$50,000",,,,65 min
12641,tt2319426,Ethiopia,,,,,
12642,tt2319879,USA,,,,,80 min
12643,tt2323246,USA,"$150,000",,,,90 min
12644,tt2325014,USA,"$100,000",,,,90 min
12645,tt2325853,USA,"$1,000,000",,,,95 min
12646,tt2326075,USA,,,,,119 min
12647,tt2327056,USA,,,,,45 min
12648,tt2327118,Croatia,"EUR1,400,000",,,,100 min
12649,tt2327666,USA,,,,,48 min
12650,tt2328454,UK,,,,,
12651,tt2328783,USA,"$100,000",,,,90 min
12652,tt2328852,UK,,,,,51 min
12653,tt2330546,France,,,,"$1,656,743",97 min
12654,tt2331153,Canada,,,,,34 min
12655,tt2332881,Romania,"EUR1,600,000",,,,145 min
12656,tt2333256,USA,"$750,000",,,,74 min
12657,tt2334592,USA,"$5,000",,,,
12658,tt2338321,USA,,,,,
12659,tt2338862,India,"INR45,000,000",,,,
12660,tt2339048,New Zealand,,,,,45 min
12661,tt2339339,Slovenia,,,,,91 min
12662,tt2339341,France,,,,,90 min
12663,tt2339367,USA,,,,,86 min
12664,tt2339425,USA,"$7,000,000",,,,86 min
12665,tt2339467,India,,,,,82 min
12666,tt2339505,India,,"$583,172,","$817,192","$1,210,580",124 min
12667,tt2339611,Belgium,,,,,81 min
12668,tt2342093,Spain,"EUR35,500",,,,
12669,tt2342317,Spain,"EUR2,000,000",,,"$23,063",120 min
12670,tt2342366,USA,,,,,55 min
12671,tt2343384,Iceland,,,,,80 min
12672,tt2347678,USA,,,,,83 min
12673,tt2348380,Bahamas,,,,,87 min
12674,tt2349944,Cyprus,"EUR1,000,000",,,,85 min
12675,tt2350852,USA,,,,,76 min
12676,tt2352722,USA,,,,,88 min
12677,tt2353783,Greece,"EUR5,000",,,,
12678,tt2353887,Australia,,,,,90 min
12679,tt2354069,Indonesia,"$200,000",,,,
12680,tt2354572,UK,,,,,91 min
12681,tt2355150,USA,,,,,106 min
12682,tt2356424,France,,,,,50 min
12683,tt2357067,USA,,,,,46 min
12684,tt2357300,Canada,,,,,108 min
12685,tt2358444,Japan,,,,,96 min
