,title_id,Country,Budget,Opening Weekend USA,Gross USA,Cumulative Worldwide Gross,Runtime
7177,tt2636362,Taiwan,,,,"$176,260",86 min
7178,tt2636456,USA,,,,,93 min
7179,tt2637866,Armenia,"EUR210,000",,,,92 min
7180,tt2646328,USA,,,,,84 min
7181,tt2648012,Russia,,,,,69 min
7182,tt2648266,USA,,,,,49 min
7183,tt2649210,Paraguay,"$1,300,000",,,,93 min
7184,tt2652948,Ireland,"GBP250,000",,,,90 min
7185,tt2653086,Malaysia,,,,,106 min
7186,tt2653166,Malaysia,,,,,89 min
7187,tt2658452,USA,,,,,64 min
7188,tt2658736,Denmark,,,,,
7189,tt2658972,Malaysia,,,,,95 min
7190,tt2659190,France,,"$11,500,","$75,531","$1,406,331",104 min
7191,tt2659210,Argentina,,,,,
7192,tt2659342,UK,,,,,
7193,tt2661014,UK,"GBP5,000",,,,
7194,tt2662764,USA,,,,,
7195,tt2664876,Philippines,,,,,70 min
7196,tt2664976,Italy,,,,,80 min
7197,tt2667326,Italy,,,,,72 min
7198,tt2667330,Italy,,,,,90 min
7199,tt2667550,Turkey,"$6,000,000",,,"$3,221,143",101 min
7200,tt0446029,USA,"$60,000,000","$10,609,795,","$31,524,275","$47,664,559",112 min
7201,tt0452183,USA,,,,,83 min
